edad,segmento,saldo_total,numero_productos,visitas_app_mes,usa_web,usa_tarjeta_credito,reclamos_6m,satisfaccion_encuesta,tasa_credito_personal,rango_ingresos,region,cerrara_cuenta
41,Premium,0.0,3,6,1,1,1,1.6,26.15,Alto,Costa,0
71,Premium,17590.53,3,7,1,0,0,1.5,38.27,Alto,Sierra,1
39,Estándar,12737.39,1,5,1,0,0,2.1,27.31,Alto,Costa,0
22,Estándar,5506.31,5,7,1,0,2,4.8,26.97,Medio,Selva,0
73,Preferente,17369.32,3,10,1,0,1,4.0,37.87,Bajo,Costa,0
50,Estándar,27372.58,1,4,1,1,0,1.1,35.62,Medio,Costa,0
53,Estándar,19860.67,5,4,1,0,0,2.6,44.16,Medio,Costa,0
64,Estándar,24604.72,3,5,1,1,0,2.0,32.23,Medio,Costa,1
37,Preferente,47201.12,5,5,1,1,1,3.6,33.93,Alto,Selva,0
36,Estándar,14856.82,4,5,0,1,1,2.8,36.69,Muy Alto,Costa,0
52,Estándar,24175.23,4,14,1,1,0,4.9,28.11,Medio,Selva,0
69,Premium,12361.8,5,10,1,0,0,1.9,29.22,Medio,Costa,0
60,Estándar,7304.6,3,7,0,1,0,3.4,43.93,Alto,Costa,0
34,Estándar,11226.39,1,6,1,0,0,3.8,30.61,Bajo,Costa,0
62,Estándar,12818.62,2,2,1,1,0,4.3,44.46,Bajo,Selva,0
60,Estándar,25392.14,1,3,1,0,1,2.6,39.86,Alto,Costa,0
51,Estándar,55236.14,2,9,0,1,0,3.7,22.62,Alto,Selva,0
26,Estándar,9259.35,2,8,0,0,0,2.2,39.24,Medio,Costa,0
43,Preferente,13750.62,3,3,1,0,0,2.7,39.18,Alto,Costa,0
19,Estándar,19053.15,5,7,1,1,0,4.6,38.38,Medio,Sierra,0
70,Premium,25936.98,1,7,1,1,0,4.8,33.86,Medio,Costa,0
26,Estándar,23953.26,5,4,1,0,0,3.9,27.48,Medio,Costa,1
26,Estándar,39261.44,4,8,0,1,1,2.5,45.77,Bajo,Selva,0
57,Estándar,0.0,3,10,0,0,0,4.3,34.19,Bajo,Costa,0
34,Estándar,0.0,3,12,1,0,1,1.1,27.93,Muy Alto,Sierra,1
18,Preferente,12561.83,4,5,0,1,1,1.4,38.66,Bajo,Costa,0
42,Estándar,36459.5,1,6,1,1,0,3.6,29.06,Bajo,Costa,0
60,Estándar,0.0,4,7,0,1,0,2.2,27.41,Medio,Costa,0
57,Preferente,0.0,1,6,1,0,0,4.8,32.0,Bajo,Sierra,1
59,Premium,28567.69,2,6,1,0,0,2.7,29.68,Alto,Sierra,0
42,Preferente,23654.86,3,4,1,1,2,2.7,27.7,Bajo,Sierra,0
56,Estándar,3646.87,1,7,1,0,0,3.7,41.45,Medio,Sierra,0
52,Preferente,5216.91,5,3,1,1,1,4.1,34.09,Medio,Costa,0
20,Estándar,5453.84,5,6,1,0,1,2.9,45.02,Alto,Costa,0
67,Estándar,21658.03,3,5,1,1,1,1.9,28.16,Medio,Costa,0
54,Estándar,10605.27,4,4,1,0,0,4.1,21.18,Medio,Sierra,0
61,Estándar,27410.96,4,2,1,0,0,2.3,36.19,Muy Alto,Sierra,1
61,Estándar,0.0,1,6,1,1,1,1.7,49.85,Bajo,Costa,0
68,Estándar,7147.22,4,8,1,1,0,3.5,39.25,Medio,Costa,0
47,Preferente,3109.19,3,7,1,1,1,1.4,60.72,Muy Alto,Sierra,1
55,Estándar,16154.89,1,2,1,1,0,4.9,37.66,Medio,Selva,0
51,Estándar,11929.28,2,11,1,1,0,3.5,36.88,Alto,Sierra,0
29,Estándar,31967.66,4,9,1,1,1,4.9,17.76,Bajo,Costa,1
36,Premium,0.0,4,6,0,1,0,2.4,38.42,Bajo,Sierra,0
54,Estándar,20682.37,1,7,1,1,0,4.9,36.35,Bajo,Sierra,0
61,Estándar,28375.05,5,8,1,1,0,1.6,31.74,Muy Alto,Costa,0
66,Preferente,47849.71,4,7,1,1,1,1.2,33.91,Muy Alto,Sierra,0
34,Preferente,12773.51,3,3,1,1,2,1.1,34.46,Medio,Costa,0
27,Estándar,24866.88,4,6,1,1,1,2.9,33.56,Bajo,Costa,0
74,Preferente,0.0,2,6,0,1,0,1.3,51.72,Bajo,Selva,0
72,Preferente,0.0,4,6,1,0,0,3.0,32.03,Medio,Selva,0
66,Preferente,32671.62,5,8,1,0,1,2.3,36.35,Medio,Costa,0
64,Estándar,19916.6,4,7,0,1,0,2.3,31.77,Alto,Costa,0
29,Preferente,37677.69,1,8,0,0,2,3.5,41.27,Alto,Sierra,0
33,Estándar,0.0,4,1,1,1,0,1.7,36.41,Alto,Costa,0
41,Estándar,27798.53,5,8,1,1,0,4.1,32.76,Medio,Costa,0
36,Estándar,48032.27,1,4,1,1,0,3.3,19.59,Alto,Costa,1
25,Estándar,26295.58,3,7,1,1,0,4.7,36.95,Alto,Sierra,0
48,Estándar,24148.72,1,4,1,0,0,2.5,32.52,Medio,Costa,0
38,Preferente,20128.34,2,8,0,1,0,4.9,34.51,Medio,Sierra,0
34,Estándar,0.0,1,5,1,1,1,3.3,25.54,Bajo,Costa,0
40,Estándar,40333.59,3,7,0,0,0,4.9,46.47,Medio,Selva,0
54,Estándar,10837.14,4,5,1,1,0,1.1,41.85,Muy Alto,Selva,0
71,Estándar,27567.25,1,9,1,1,0,3.9,46.45,Medio,Sierra,0
33,Premium,0.0,1,8,1,0,0,4.3,44.18,Muy Alto,Costa,0
23,Estándar,2308.11,1,3,1,1,1,1.2,39.74,Bajo,Costa,0
25,Estándar,41526.31,1,4,1,1,0,3.3,25.86,Alto,Sierra,0
42,Estándar,14790.47,3,9,1,0,0,4.2,49.75,Alto,Selva,0
35,Estándar,41799.13,5,4,0,1,0,3.2,27.58,Medio,Costa,1
42,Estándar,18826.54,5,1,0,1,0,1.3,32.85,Muy Alto,Costa,0
29,Preferente,0.0,1,2,1,0,0,3.8,40.66,Medio,Costa,0
32,Premium,33381.01,3,7,1,1,0,1.2,41.05,Bajo,Costa,0
43,Estándar,11151.62,3,4,1,0,2,4.3,39.58,Bajo,Costa,0
58,Preferente,30480.33,1,9,0,1,1,1.2,31.8,Medio,Selva,0
62,Preferente,20378.16,2,11,1,0,1,1.5,30.14,Muy Alto,Costa,0
43,Preferente,0.0,1,5,1,0,2,2.1,55.28,Bajo,Costa,0
64,Estándar,22464.42,2,8,1,1,0,3.5,34.69,Medio,Selva,0
49,Estándar,52943.35,1,5,1,0,1,4.9,33.71,Alto,Costa,0
27,Estándar,27394.8,2,7,1,0,0,1.5,29.29,Bajo,Selva,0
33,Preferente,19137.23,2,3,1,1,1,1.6,36.96,Bajo,Costa,1
24,Preferente,36130.15,1,5,0,1,0,2.5,36.58,Medio,Selva,0
34,Estándar,23160.03,2,6,0,1,0,4.3,34.87,Bajo,Costa,0
40,Estándar,23143.01,4,6,0,1,0,2.9,38.05,Bajo,Selva,0
43,Premium,3625.62,5,5,1,1,1,2.3,49.11,Bajo,Costa,0
38,Preferente,23507.72,3,10,0,1,1,3.2,30.24,Bajo,Costa,0
39,Premium,35531.65,2,9,1,1,0,2.0,35.34,Medio,Costa,0
24,Preferente,7459.07,2,6,1,0,0,2.6,29.82,Medio,Costa,0
31,Estándar,41367.44,3,7,1,0,0,2.3,37.36,Alto,Costa,0
32,Estándar,18624.41,2,1,1,1,1,4.2,30.45,Medio,Selva,0
70,Preferente,6683.46,3,3,0,1,1,4.7,30.8,Muy Alto,Costa,0
24,Estándar,34964.48,1,3,0,1,0,4.0,23.32,Alto,Sierra,0
26,Estándar,15698.09,4,14,0,1,0,2.8,35.78,Muy Alto,Costa,0
68,Preferente,31392.72,4,4,1,0,1,3.0,38.44,Medio,Selva,1
65,Estándar,15623.62,5,6,1,0,1,1.5,49.88,Alto,Sierra,0
25,Preferente,19102.61,2,7,0,1,0,4.0,38.76,Alto,Selva,0
67,Estándar,27403.4,5,4,1,1,0,3.4,31.4,Medio,Costa,0
40,Premium,24363.46,1,5,1,0,0,4.6,24.12,Bajo,Costa,0
46,Estándar,0.0,4,2,1,1,1,1.8,25.23,Medio,Costa,1
35,Estándar,3181.34,1,7,0,0,0,4.0,24.63,Bajo,Sierra,0
48,Preferente,33941.15,1,6,1,1,0,3.7,50.02,Bajo,Sierra,0
47,Estándar,18017.95,2,6,1,1,1,2.1,37.3,Medio,Sierra,0
69,Preferente,12144.03,1,10,1,1,2,3.7,30.34,Medio,Costa,0
56,Preferente,0.0,4,6,1,0,0,4.7,27.32,Muy Alto,Sierra,0
52,Estándar,3803.96,5,7,1,0,2,4.7,28.15,Medio,Selva,0
35,Estándar,0.0,4,7,0,0,0,3.9,30.13,Medio,Costa,0
59,Estándar,18480.79,2,5,1,1,1,1.2,45.53,Medio,Costa,0
56,Estándar,11023.44,4,8,1,0,0,4.5,34.76,Medio,Sierra,0
34,Premium,5501.18,3,6,1,0,2,3.6,23.42,Medio,Costa,0
31,Preferente,18978.15,5,8,1,1,0,2.2,53.48,Alto,Sierra,1
48,Preferente,25459.56,3,5,1,1,0,1.7,25.88,Medio,Sierra,0
41,Preferente,51397.97,3,6,1,1,3,1.5,30.27,Medio,Selva,0
52,Estándar,0.0,2,5,1,1,0,1.2,45.48,Medio,Selva,0
61,Premium,37390.72,1,7,1,1,1,4.0,38.32,Alto,Sierra,0
62,Preferente,34596.52,3,6,1,1,1,1.9,31.24,Muy Alto,Costa,0
51,Preferente,8313.61,4,2,1,1,0,1.1,25.15,Medio,Costa,0
20,Preferente,23048.54,1,4,1,0,1,2.6,27.27,Medio,Selva,0
54,Estándar,13135.5,4,5,1,1,1,2.9,27.75,Alto,Sierra,0
60,Preferente,22785.33,4,6,0,1,1,1.7,35.06,Alto,Sierra,0
57,Estándar,42636.97,1,8,1,1,0,1.2,36.53,Medio,Costa,0
43,Estándar,29084.09,1,9,1,1,0,1.8,33.81,Bajo,Costa,1
72,Estándar,27629.13,4,8,1,1,0,3.7,34.69,Medio,Costa,0
40,Premium,13545.36,2,6,1,0,0,1.3,26.59,Medio,Costa,0
61,Preferente,0.0,5,4,1,1,1,3.2,37.35,Medio,Sierra,0
56,Preferente,16872.98,5,11,1,1,0,1.6,45.24,Bajo,Sierra,0
32,Preferente,38099.12,2,5,1,1,0,1.8,33.7,Bajo,Costa,0
73,Estándar,0.0,1,12,1,0,0,2.6,33.54,Medio,Sierra,1
66,Premium,4173.66,4,8,0,1,1,1.4,35.66,Muy Alto,Selva,0
21,Estándar,21894.02,5,4,1,0,0,1.7,43.95,Muy Alto,Sierra,1
46,Estándar,5230.18,4,2,1,0,1,2.4,27.84,Medio,Sierra,1
39,Estándar,8112.15,2,5,0,0,1,2.3,46.61,Alto,Costa,0
42,Preferente,13646.02,4,8,1,0,0,4.0,38.37,Bajo,Selva,0
30,Preferente,0.0,2,3,1,1,0,1.3,35.23,Medio,Costa,0
35,Estándar,5388.17,1,5,1,1,0,4.4,44.71,Bajo,Selva,0
50,Estándar,30551.42,2,10,1,1,1,4.3,25.54,Alto,Sierra,0
33,Preferente,389.45,2,3,1,1,0,4.1,39.18,Muy Alto,Selva,0
62,Estándar,0.0,5,3,1,1,0,2.2,38.44,Alto,Selva,0
59,Preferente,10549.63,4,8,1,1,0,4.3,27.52,Medio,Sierra,0
61,Premium,30979.33,5,1,1,1,1,1.7,38.69,Alto,Costa,0
19,Estándar,17046.17,3,9,1,1,2,1.5,37.27,Muy Alto,Costa,0
72,Estándar,13031.28,2,7,1,1,1,1.2,33.57,Bajo,Costa,0
52,Preferente,20665.38,3,2,0,1,0,4.8,41.9,Alto,Costa,0
59,Preferente,0.0,5,8,0,1,0,2.2,30.43,Bajo,Costa,1
51,Estándar,27420.58,4,6,0,0,0,4.7,37.16,Alto,Sierra,0
47,Premium,25751.53,5,7,1,1,1,2.1,33.95,Bajo,Costa,0
72,Estándar,13860.37,4,9,1,1,1,4.6,30.08,Bajo,Costa,0
30,Estándar,35088.87,4,8,0,1,1,4.6,39.02,Alto,Selva,1
30,Preferente,3087.56,1,9,0,0,1,4.7,33.34,Bajo,Sierra,0
35,Preferente,36918.63,2,5,1,1,2,3.0,23.22,Bajo,Selva,1
49,Estándar,22317.4,5,8,1,1,0,4.5,20.59,Medio,Costa,0
49,Preferente,14951.71,4,7,0,1,0,4.8,41.31,Alto,Sierra,0
52,Estándar,19701.9,5,9,0,0,1,2.3,25.24,Bajo,Costa,0
56,Estándar,18391.03,5,5,0,0,0,2.7,37.24,Alto,Costa,0
63,Estándar,38304.24,4,7,1,1,0,3.9,35.44,Alto,Sierra,0
69,Preferente,3849.81,3,3,0,1,0,2.2,32.05,Medio,Costa,0
46,Estándar,8562.21,2,8,1,0,0,4.0,50.65,Medio,Costa,1
66,Estándar,35544.54,2,5,1,0,0,1.3,36.44,Bajo,Sierra,1
46,Estándar,11066.98,1,6,1,1,0,3.1,41.05,Medio,Sierra,0
70,Preferente,33508.0,1,7,0,1,0,1.5,37.28,Bajo,Sierra,0
61,Preferente,45491.54,1,5,1,1,0,2.2,33.15,Bajo,Costa,0
74,Preferente,13973.07,2,9,1,1,0,2.0,34.85,Medio,Costa,0
33,Estándar,30220.43,3,6,1,1,1,4.4,46.67,Medio,Costa,0
73,Preferente,2694.62,2,6,0,0,1,1.8,43.7,Alto,Selva,1
61,Estándar,31321.0,2,7,1,1,0,4.2,50.62,Medio,Selva,0
64,Preferente,22991.36,2,6,1,0,0,4.2,36.77,Muy Alto,Costa,0
74,Premium,27095.57,2,3,0,1,0,3.0,27.98,Bajo,Costa,0
27,Estándar,10316.42,3,8,1,0,1,1.9,31.48,Bajo,Sierra,0
47,Preferente,0.0,1,9,1,1,2,1.9,25.5,Medio,Costa,0
42,Estándar,27548.78,5,11,1,1,0,2.9,41.14,Bajo,Selva,0
56,Estándar,0.0,1,2,0,0,0,1.0,30.31,Alto,Sierra,0
37,Estándar,15239.74,1,3,0,0,2,3.1,10.56,Medio,Costa,0
22,Estándar,34117.73,5,6,1,0,0,4.8,54.71,Medio,Costa,0
18,Estándar,22878.47,2,4,1,1,1,1.6,30.44,Medio,Sierra,0
47,Preferente,49225.14,3,7,1,0,0,3.3,30.39,Medio,Costa,0
66,Estándar,35376.64,3,7,1,0,0,4.8,48.37,Medio,Sierra,0
20,Preferente,10191.52,1,4,1,1,0,4.4,25.33,Bajo,Costa,0
62,Estándar,20409.7,5,5,1,1,0,4.4,44.09,Bajo,Costa,1
31,Estándar,19289.44,4,4,0,0,1,4.3,30.3,Medio,Sierra,0
73,Preferente,0.0,2,6,1,1,0,2.2,24.41,Bajo,Costa,0
47,Estándar,5894.02,1,7,1,1,0,4.6,48.65,Alto,Costa,0
67,Estándar,11588.59,3,5,1,1,0,4.8,42.38,Bajo,Costa,0
21,Preferente,0.0,5,4,0,0,0,3.0,42.36,Bajo,Sierra,0
35,Estándar,20712.4,5,6,0,1,1,2.4,37.94,Bajo,Sierra,0
54,Estándar,16263.92,1,10,0,1,0,2.7,39.79,Medio,Costa,0
42,Estándar,0.0,4,9,1,1,1,2.3,25.14,Bajo,Sierra,0
65,Premium,26063.19,3,5,1,1,0,1.8,35.89,Bajo,Costa,0
18,Preferente,30738.09,1,4,0,1,0,3.5,27.57,Medio,Costa,0
70,Preferente,23405.52,4,5,0,1,0,3.3,23.89,Medio,Sierra,0
63,Preferente,15138.98,5,6,0,1,0,2.9,38.29,Alto,Sierra,0
32,Estándar,28871.63,2,5,1,1,0,1.4,44.27,Alto,Costa,0
26,Estándar,30203.31,3,6,0,0,0,4.2,31.93,Bajo,Costa,1
32,Preferente,24611.05,3,4,1,0,1,1.7,33.3,Bajo,Costa,0
66,Estándar,7630.82,4,10,1,1,1,1.5,25.89,Medio,Selva,0
74,Estándar,24149.01,1,10,1,1,0,3.5,35.06,Alto,Costa,0
41,Estándar,37932.21,5,9,1,1,1,2.6,41.08,Muy Alto,Costa,0
21,Estándar,11050.56,4,2,1,1,0,1.2,41.33,Bajo,Costa,0
29,Premium,51469.09,2,8,1,1,0,2.4,39.36,Medio,Costa,1
54,Estándar,12115.54,2,8,1,0,1,4.1,30.05,Alto,Sierra,0
54,Estándar,20486.11,2,13,1,0,0,3.5,29.8,Alto,Costa,0
60,Estándar,9912.72,4,3,1,1,0,2.5,41.36,Bajo,Sierra,0
23,Premium,23349.06,5,4,1,1,1,1.8,41.5,Medio,Costa,0
56,Estándar,0.0,3,7,1,0,0,3.5,33.62,Bajo,Costa,0
73,Estándar,11809.37,1,5,1,1,0,4.6,31.59,Bajo,Costa,1
63,Preferente,3618.18,3,7,1,0,1,3.6,44.34,Medio,Costa,1
41,Preferente,22030.08,5,6,1,0,0,4.3,32.12,Bajo,Costa,0
28,Estándar,34916.71,3,3,0,0,1,3.1,40.97,Alto,Sierra,0
30,Estándar,29690.09,4,8,1,1,1,3.9,33.91,Alto,Sierra,0
51,Estándar,0.0,2,13,1,0,1,4.6,26.62,Alto,Costa,1
42,Estándar,50631.04,5,9,1,0,0,4.1,47.9,Medio,Costa,0
24,Estándar,24429.2,5,8,1,1,0,4.6,35.96,Bajo,Costa,0
69,Estándar,8352.51,3,7,0,1,2,2.7,29.31,Bajo,Sierra,0
21,Estándar,22356.92,4,5,1,0,1,4.6,23.87,Medio,Selva,0
25,Estándar,22642.85,3,9,1,1,0,3.5,24.68,Medio,Selva,0
37,Preferente,9997.27,3,7,0,0,0,4.5,32.02,Medio,Sierra,0
46,Premium,22968.75,5,8,1,1,0,1.2,50.4,Medio,Costa,0
71,Preferente,10887.92,3,5,0,1,0,3.6,30.32,Medio,Sierra,0
70,Estándar,13934.57,2,5,0,1,2,4.4,46.58,Bajo,Costa,0
68,Estándar,9705.81,3,6,0,0,0,1.7,33.95,Medio,Sierra,0
62,Premium,0.0,2,6,1,1,0,3.6,25.55,Medio,Costa,0
63,Estándar,22187.55,5,11,1,1,1,4.3,31.21,Alto,Costa,0
27,Estándar,28779.49,4,8,0,0,0,2.2,24.75,Medio,Costa,1
60,Estándar,27723.25,2,1,1,0,0,2.6,28.15,Bajo,Costa,0
51,Preferente,32298.88,4,5,0,1,0,3.3,27.91,Medio,Sierra,0
74,Preferente,24865.1,4,7,1,1,0,3.1,19.77,Alto,Sierra,0
43,Estándar,12009.12,2,9,0,0,1,1.2,47.1,Bajo,Selva,0
58,Estándar,32594.96,5,9,0,1,0,1.4,36.69,Alto,Selva,0
66,Premium,0.0,1,4,0,0,0,1.4,29.51,Bajo,Costa,0
20,Estándar,6489.93,4,11,1,0,0,2.0,36.77,Medio,Costa,1
73,Preferente,5537.0,4,7,1,1,0,2.0,28.32,Muy Alto,Sierra,0
23,Preferente,36200.84,5,3,1,0,0,4.0,13.63,Medio,Selva,0
22,Preferente,34141.83,5,8,0,1,1,3.3,58.65,Medio,Costa,0
22,Estándar,27309.58,3,8,1,0,0,4.1,36.52,Bajo,Costa,0
71,Estándar,36078.95,5,4,1,1,0,1.3,30.29,Bajo,Costa,0
64,Estándar,6810.76,4,9,0,1,1,2.9,19.53,Medio,Selva,0
40,Preferente,25228.93,2,6,0,1,1,2.3,23.05,Medio,Selva,0
66,Premium,18122.38,1,9,0,0,0,4.4,48.24,Medio,Costa,0
26,Estándar,32703.23,3,1,1,1,0,3.8,47.02,Muy Alto,Selva,0
52,Estándar,18271.64,2,5,1,0,1,4.5,41.03,Medio,Costa,0
37,Premium,14225.86,1,3,1,1,0,1.2,26.08,Medio,Costa,1
66,Preferente,28113.63,1,9,0,1,0,3.9,47.08,Medio,Sierra,0
59,Preferente,33142.54,1,12,1,0,0,3.2,38.6,Medio,Costa,0
52,Estándar,9974.82,2,12,1,1,0,4.3,40.24,Medio,Costa,0
67,Estándar,19083.86,3,5,0,0,0,3.0,38.57,Medio,Selva,1
35,Preferente,4123.39,3,7,1,0,0,3.2,22.94,Muy Alto,Sierra,0
34,Preferente,0.0,1,4,1,0,0,1.2,25.41,Medio,Selva,0
41,Estándar,23006.89,2,7,0,1,0,3.7,30.92,Medio,Costa,0
20,Estándar,29133.58,1,5,1,1,0,2.1,40.15,Medio,Costa,1
49,Estándar,23931.0,5,3,1,0,0,1.1,23.96,Bajo,Costa,1
52,Estándar,0.0,3,4,1,1,0,1.3,33.6,Alto,Selva,0
55,Estándar,14737.26,4,6,1,0,0,4.8,33.59,Medio,Costa,0
30,Premium,0.0,1,8,0,0,0,2.4,41.34,Medio,Costa,1
73,Estándar,40545.52,5,2,1,1,0,4.5,40.4,Alto,Costa,0
64,Preferente,3709.18,3,10,1,1,0,4.8,26.92,Alto,Sierra,0
42,Estándar,38831.05,2,4,1,0,0,4.8,46.57,Medio,Costa,0
26,Preferente,34188.04,3,9,1,0,1,4.5,25.69,Alto,Costa,0
21,Premium,6491.14,2,7,1,1,0,4.6,43.74,Bajo,Costa,0
31,Estándar,3008.23,2,2,0,0,0,2.2,30.6,Medio,Costa,0
54,Estándar,25255.55,1,2,0,0,0,1.6,36.31,Bajo,Costa,0
51,Estándar,7335.14,1,6,0,1,0,3.6,36.81,Bajo,Costa,0
28,Estándar,21537.27,3,8,0,1,0,3.0,36.58,Bajo,Selva,0
58,Preferente,12757.59,5,3,0,1,1,1.4,40.4,Medio,Costa,0
73,Premium,0.0,3,5,1,1,1,3.7,38.13,Bajo,Costa,0
20,Estándar,0.0,4,3,1,0,1,3.3,41.27,Medio,Costa,1
45,Estándar,23400.26,2,5,1,1,1,4.5,38.72,Medio,Selva,0
46,Estándar,11576.63,2,2,1,0,0,3.4,24.88,Alto,Costa,1
26,Preferente,11703.65,1,6,1,1,0,3.3,37.16,Bajo,Selva,0
20,Estándar,30437.96,5,9,0,1,2,2.8,30.49,Bajo,Selva,0
42,Estándar,37601.63,1,7,1,1,1,2.9,26.13,Medio,Costa,0
51,Preferente,15911.83,4,5,1,1,0,4.8,32.68,Medio,Costa,0
29,Preferente,14891.02,3,10,0,1,0,1.6,36.47,Bajo,Sierra,0
59,Estándar,27502.15,3,3,1,0,1,2.8,37.0,Muy Alto,Sierra,0
26,Preferente,0.0,5,4,0,1,0,3.6,43.45,Bajo,Sierra,0
32,Estándar,23347.3,1,7,0,1,0,2.7,45.46,Alto,Selva,0
57,Estándar,28278.29,1,6,0,1,0,2.1,37.69,Bajo,Costa,0
42,Preferente,30203.45,4,4,1,0,0,2.1,39.14,Alto,Sierra,0
22,Preferente,0.0,3,2,1,0,0,1.9,35.76,Medio,Costa,0
28,Estándar,8579.67,1,9,1,0,0,2.4,41.14,Muy Alto,Sierra,1
51,Estándar,6826.05,5,1,1,0,0,4.5,38.9,Medio,Sierra,0
41,Estándar,21498.3,3,7,0,1,0,3.0,34.56,Bajo,Costa,0
32,Estándar,27211.17,4,5,1,0,0,2.0,52.22,Medio,Costa,0
55,Estándar,42450.66,5,9,1,0,1,2.5,30.63,Medio,Costa,0
25,Estándar,12575.52,2,5,0,1,1,1.4,46.64,Bajo,Costa,1
22,Estándar,12536.41,4,6,1,1,0,4.6,24.17,Bajo,Selva,1
65,Preferente,37245.08,5,4,0,1,0,2.6,41.51,Alto,Sierra,0
43,Preferente,24448.65,1,6,0,1,1,4.9,46.49,Bajo,Sierra,0
35,Preferente,39014.77,2,2,1,0,0,2.4,19.74,Medio,Costa,0
23,Estándar,24330.92,4,4,1,0,0,4.3,36.11,Medio,Costa,0
54,Premium,2643.25,1,8,1,0,1,2.0,40.72,Medio,Costa,0
65,Preferente,3.07,2,8,1,1,1,1.3,37.02,Bajo,Costa,0
30,Preferente,0.0,3,6,1,0,1,1.1,38.03,Medio,Sierra,0
45,Preferente,29930.78,1,6,1,1,0,3.4,36.09,Bajo,Selva,0
22,Premium,37828.95,5,6,1,0,1,2.2,26.25,Bajo,Costa,0
30,Estándar,47740.43,4,7,1,1,0,2.8,53.94,Medio,Sierra,0
34,Estándar,32646.58,2,9,1,1,0,4.3,30.97,Muy Alto,Costa,0
67,Preferente,37442.58,1,5,1,1,0,2.0,38.47,Bajo,Costa,0
57,Preferente,11299.76,3,10,1,1,0,2.2,29.83,Bajo,Costa,1
62,Preferente,2653.76,4,5,1,1,2,4.4,16.79,Medio,Sierra,0
